index,Unnamed: 0,id,Species,time,inc,NDVIc,Flux,cum5
0,1,218A0077,Acer platanoides,2019-07-06 13:00:00,0.0,,,0.0
1,2,218A0077,Acer platanoides,2019-07-06 14:00:00,0.0,,,0.005660247626616064
2,3,218A0077,Acer platanoides,2019-07-06 15:00:00,0.0,,,0.011312856592460062
3,4,218A0077,Acer platanoides,2019-07-06 16:00:00,0.0,,,0.016957842349997716
4,5,218A0077,Acer platanoides,2019-07-06 17:00:00,0.0,,,0.02259522031001202
5,6,218A0077,Acer platanoides,2019-07-06 18:00:00,0.0,,,0.028225005841800384
6,7,218A0077,Acer platanoides,2019-07-06 19:00:00,0.0,,,0.03384721427327904
7,8,218A0077,Acer platanoides,2019-07-06 20:00:00,0.0,,,0.03946186089113377
8,9,218A0077,Acer platanoides,2019-07-06 21:00:00,0.0,,,0.045068960940947554
9,10,218A0077,Acer platanoides,2019-07-06 22:00:00,0.0,,,0.05066852962736287
10,11,218A0077,Acer platanoides,2019-07-06 23:00:00,0.0,,,0.056260582114197696
11,12,218A0077,Acer platanoides,2019-07-07 00:00:00,0.0,,,0.06184513352459631
12,13,218A0077,Acer platanoides,2019-07-07 01:00:00,0.0,,,0.06742219894114522
13,14,218A0077,Acer platanoides,2019-07-07 02:00:00,0.0,,,0.07299179340603561
14,15,218A0077,Acer platanoides,2019-07-07 03:00:00,0.0,,,0.07855393192116758
15,16,218A0077,Acer platanoides,2019-07-07 04:00:00,0.0,,,0.0841086294483243
16,17,218A0077,Acer platanoides,2019-07-07 05:00:00,0.0,,,0.08965590090926465
17,18,218A0077,Acer platanoides,2019-07-07 06:00:00,0.0,,,0.09519576118589723
18,19,218A0077,Acer platanoides,2019-07-07 07:00:00,0.0,,,0.10072822512036159
19,20,218A0077,Acer platanoides,2019-07-07 08:00:00,0.0,,,0.10625330751521371
20,21,218A0077,Acer platanoides,2019-07-07 09:00:00,0.0,,,0.11177102313355364
21,22,218A0077,Acer platanoides,2019-07-07 10:00:00,0.0,,,0.11728138669909509
22,23,218A0077,Acer platanoides,2019-07-07 11:00:00,0.0,,,0.12278441289638575
23,24,218A0077,Acer platanoides,2019-07-07 12:00:00,3.11954550222356,0.933214610185429,3.16748048991713,0.1282801163708421
24,25,218A0077,Acer platanoides,2019-07-07 13:00:00,3.16141652499966,1.05461491429934,2.61562557687351,0.13376851172899298
25,26,218A0077,Acer platanoides,2019-07-07 14:00:00,3.16141652499966,,,0.13924961353847962
26,27,218A0077,Acer platanoides,2019-07-07 15:00:00,3.10802552139412,-1.77482840795391,0.204981498171639,0.14472343632831064
27,28,218A0077,Acer platanoides,2019-07-07 16:00:00,3.10020334490307,-1.39400467154056,0.0,0.15018999458888543
28,29,218A0077,Acer platanoides,2019-07-07 17:00:00,3.10020334490307,,,0.15564930277219127
29,30,218A0077,Acer platanoides,2019-07-07 18:00:00,3.1119516322797,-1.39400467154056,0.831800099963568,0.16110137529190768
30,31,218A0077,Acer platanoides,2019-07-07 19:00:00,3.40655041330295,-1.39400467154056,3.3508163140698e-18,0.1665462265235107
31,32,218A0077,Acer platanoides,2019-07-07 20:00:00,3.40655041330295,,,0.17198387080444708
32,33,218A0077,Acer platanoides,2019-07-07 21:00:00,3.19730089616192,,0.492792190652477,0.17741432243421526
33,34,218A0077,Acer platanoides,2019-07-07 22:00:00,3.155739552633,1.1064548956245,0.831800099963568,0.18283759567451632
34,35,218A0077,Acer platanoides,2019-07-07 23:00:00,3.155739552633,,,0.18825370474938136
35,36,218A0077,Acer platanoides,2019-07-08 00:00:00,3.17598390944646,-1.77482840795391,2.19708505924332,0.1936626638452645
36,37,218A0077,Acer platanoides,2019-07-08 01:00:00,3.41586316757867,,0.420632517773919,0.19906448711121663
37,38,218A0077,Acer platanoides,2019-07-08 02:00:00,3.41586316757867,,,0.20445918865894355
38,39,218A0077,Acer platanoides,2019-07-08 03:00:00,3.17762482866873,-1.39400467154056,0.0,0.20984678256300313
39,40,218A0077,Acer platanoides,2019-07-08 04:00:00,3.18230934826216,-1.39400467154056,0.0,0.21522728286086318
40,41,218A0077,Acer platanoides,2019-07-08 05:00:00,3.18230934826216,,,0.22060070355307554
41,42,218A0077,Acer platanoides,2019-07-08 06:00:00,3.17892607558242,-1.39400467154056,0.175467202722865,0.22596705860334568
42,43,218A0077,Acer platanoides,2019-07-08 07:00:00,3.20785581964189,,0.420632517773919,0.23132636193869488
43,44,218A0077,Acer platanoides,2019-07-08 08:00:00,3.20785581964189,,,0.236678627449588
44,45,218A0077,Acer platanoides,2019-07-08 09:00:00,3.23418807391726,1.42430314093509,1.7759970901415,0.2420238689899799
45,46,218A0077,Acer platanoides,2019-07-08 10:00:00,3.24219008737811,1.1221015200929,4.81924415907991,0.2473621003775472
46,47,218A0077,Acer platanoides,2019-07-08 11:00:00,3.24219008737811,,,0.25269333539368843
47,48,218A0077,Acer platanoides,2019-07-08 12:00:00,3.27658696343265,1.18734805448093,6.86718131760899,0.25801758778375594
48,49,218A0077,Acer platanoides,2019-07-08 13:00:00,3.25579534650413,1.00584270438152,4.22121818016289,0.26333487125706745
49,50,218A0077,Acer platanoides,2019-07-08 14:00:00,3.25579534650413,,,0.26864519948712656
50,51,218A0077,Acer platanoides,2019-07-08 15:00:00,3.29410677302085,0.117472501930996,9.35697256910819,0.27394858611165745
51,52,218A0077,Acer platanoides,2019-07-08 16:00:00,3.31651137670095,0.74861589001961,7.64356974802402,0.2792450447327556
52,53,218A0077,Acer platanoides,2019-07-08 17:00:00,3.31651137670095,,,0.28453458891701533
53,54,218A0077,Acer platanoides,2019-07-08 18:00:00,3.32852214477282,0.824066128897571,8.47222990482668,0.2898172321956228
54,55,218A0077,Acer platanoides,2019-07-08 19:00:00,3.27250650403732,,8.47222990482668,0.2950929880644719
55,56,218A0077,Acer platanoides,2019-07-08 20:00:00,3.27250650403732,,,0.30036186998431474
56,57,218A0077,Acer platanoides,2019-07-08 21:00:00,3.33870338232586,0.976363169772066,4.81924415907993,0.3056238913808202
57,58,218A0077,Acer platanoides,2019-07-08 22:00:00,3.36928088691119,0.983126972410276,4.22121818016287,0.3108790656447357
58,59,218A0077,Acer platanoides,2019-07-08 23:00:00,3.36928088691119,,,0.3161274061319689
59,60,218A0077,Acer platanoides,2019-07-09 00:00:00,3.32115155023924,-4.92666587382145,2.53070681521065,0.321368926163738
60,61,218A0077,Acer platanoides,2019-07-09 01:00:00,3.29411563417651,-1.39400467154056,2.09915252405137,0.32660363902663014
61,62,218A0077,Acer platanoides,2019-07-09 02:00:00,3.29411563417651,,,0.33183155797276354
62,63,218A0077,Acer platanoides,2019-07-09 03:00:00,3.3103335046966,,0.403439590598667,0.33705269621986883
