index,Unnamed: 0,id,Species,time,inc,NDVIc,Flux,dinc,dinc_cum,growth_cum
0,1,218A0077,Acer platanoides,2019-07-06 13:00:00,,,,,,
1,2,218A0077,Acer platanoides,2019-07-06 14:00:00,,,,,,
2,3,218A0077,Acer platanoides,2019-07-06 15:00:00,,,,,,
3,4,218A0077,Acer platanoides,2019-07-06 16:00:00,,,,,,
4,5,218A0077,Acer platanoides,2019-07-06 17:00:00,,,,,,
5,6,218A0077,Acer platanoides,2019-07-06 18:00:00,,,,,,
6,7,218A0077,Acer platanoides,2019-07-06 19:00:00,,,,,,
7,8,218A0077,Acer platanoides,2019-07-06 20:00:00,,,,,,
8,9,218A0077,Acer platanoides,2019-07-06 21:00:00,,,,,,
9,10,218A0077,Acer platanoides,2019-07-06 22:00:00,,,,,,
10,11,218A0077,Acer platanoides,2019-07-06 23:00:00,,,,,,
11,12,218A0077,Acer platanoides,2019-07-07 00:00:00,,,,,,
12,13,218A0077,Acer platanoides,2019-07-07 01:00:00,,,,,,
13,14,218A0077,Acer platanoides,2019-07-07 02:00:00,,,,,,
14,15,218A0077,Acer platanoides,2019-07-07 03:00:00,,,,,,
15,16,218A0077,Acer platanoides,2019-07-07 04:00:00,,,,,,
16,17,218A0077,Acer platanoides,2019-07-07 05:00:00,,,,,,
17,18,218A0077,Acer platanoides,2019-07-07 06:00:00,,,,,,
18,19,218A0077,Acer platanoides,2019-07-07 07:00:00,,,,,,
19,20,218A0077,Acer platanoides,2019-07-07 08:00:00,,,,,,
20,21,218A0077,Acer platanoides,2019-07-07 09:00:00,,,,,,
21,22,218A0077,Acer platanoides,2019-07-07 10:00:00,,,,,,
22,23,218A0077,Acer platanoides,2019-07-07 11:00:00,,,,,,
23,24,218A0077,Acer platanoides,2019-07-07 12:00:00,3.11954550222356,0.933214610185429,3.16748048991713,-0.3743158936006701,-0.3743158936006701,0.0014930572367494687
24,25,218A0077,Acer platanoides,2019-07-07 13:00:00,3.16141652499966,1.05461491429934,2.61562557687351,-0.33244487082456997,-0.70676076442524,0.0028191009038516608
25,26,218A0077,Acer platanoides,2019-07-07 14:00:00,,,,-0.33244487082456997,-1.03920563524981,0.004145144570953853
26,27,218A0077,Acer platanoides,2019-07-07 15:00:00,3.10802552139412,-1.77482840795391,0.204981498171639,-0.38583587443011025,-1.4250415096799203,0.0056841522763814165
27,28,218A0077,Acer platanoides,2019-07-07 16:00:00,3.10020334490307,-1.39400467154056,0.0,-0.39365805092116,-1.8186995606010803,0.007254360786842264
28,29,218A0077,Acer platanoides,2019-07-07 17:00:00,,,,-0.39365805092116,-2.2123576115222403,0.00882456929730311
29,30,218A0077,Acer platanoides,2019-07-07 18:00:00,3.1119516322797,-1.39400467154056,0.831800099963568,-0.3819097635445301,-2.5942673750667704,0.010347916678469236
30,31,218A0077,Acer platanoides,2019-07-07 19:00:00,3.40655041330295,-1.39400467154056,3.3508163140698e-18,-0.08731098252128033,-2.6815783575880507,0.010696179460065616
31,32,218A0077,Acer platanoides,2019-07-07 20:00:00,,,,-0.08731098252128033,-2.768889340109331,0.011044442241661996
32,33,218A0077,Acer platanoides,2019-07-07 21:00:00,3.19730089616192,,0.492792190652477,-0.29656049966231013,-3.065449839771641,0.012227351671169742
33,34,218A0077,Acer platanoides,2019-07-07 22:00:00,3.155739552633,1.1064548956245,0.831800099963568,-0.3381218431912303,-3.4035716829628715,0.013576039433325807
34,35,218A0077,Acer platanoides,2019-07-07 23:00:00,,,,-0.3381218431912303,-3.741693526154102,0.014924727195481872
35,36,218A0077,Acer platanoides,2019-07-08 00:00:00,3.17598390944646,-1.77482840795391,2.19708505924332,-0.31787748637777025,-4.0595710125318725,0.01619266502433182
36,37,218A0077,Acer platanoides,2019-07-08 01:00:00,3.41586316757867,,0.420632517773919,-0.07799822824556024,-4.137569240777433,0.01650378143997595
37,38,218A0077,Acer platanoides,2019-07-08 02:00:00,,,,-0.07799822824556024,-4.215567469022993,0.01681489785562008
38,39,218A0077,Acer platanoides,2019-07-08 03:00:00,3.17762482866873,-1.39400467154056,0.0,-0.3162365671555003,-4.531804036178493,0.018076290447247626
39,40,218A0077,Acer platanoides,2019-07-08 04:00:00,3.18230934826216,-1.39400467154056,0.0,-0.3115520475620701,-4.843356083740563,0.01931899760232481
40,41,218A0077,Acer platanoides,2019-07-08 05:00:00,,,,-0.3115520475620701,-5.1549081313026335,0.020561704757402
